STT,Mã CK,Tên công ty,Sàn CK,"4. Giá vốn hàng bán [Năm: 2021, Kỳ: Năm, TT Hợp nhất: Mới nhất, TT Kiểm toán: Mới nhất, ĐVT: VND]","4. Giá vốn hàng bán [Năm: 2021, Kỳ: Năm, TT Hợp nhất: Mới nhất, TT Kiểm toán: Kiểm toán, ĐVT: VND]","4. Giá vốn hàng bán [Năm: 2021, Kỳ: Năm, TT Hợp nhất: Mới nhất, TT Kiểm toán: Chưa kiểm toán, ĐVT: VND]","A. TÀI SẢN NGẮN HẠN[Năm: 2021, Kỳ: Năm, TT Hợp nhất: Mới nhất, TT Kiểm toán: Mới nhất, ĐVT: VND]","I. Nợ ngắn hạn[Năm: 2021, Kỳ: Năm, TT Hợp nhất: Mới nhất, TT Kiểm toán: Mới nhất, ĐVT: VND]","IV. Hàng tồn kho[Năm: 2021, Kỳ: Năm, TT Hợp nhất: Mới nhất, TT Kiểm toán: Mới nhất, ĐVT: VND]","1. Doanh thu bán hàng và cung cấp dịch vụ [Năm: 2021, Kỳ: Năm, TT Hợp nhất: Mới nhất, TT Kiểm toán: Mới nhất, ĐVT: VND]","3. Doanh thu thuần về bán hàng và cung cấp dịch vụ[Năm: 2021, Kỳ: Năm, TT Hợp nhất: Mới nhất, TT Kiểm toán: Mới nhất, ĐVT: VND]","III. Các khoản phải thu ngắn hạn[Năm: 2021, Kỳ: Năm, TT Hợp nhất: Mới nhất, TT Kiểm toán: Mới nhất, ĐVT: VND]","I. Các khoản phải thu dài hạn[Năm: 2021, Kỳ: Năm, TT Hợp nhất: Mới nhất, TT Kiểm toán: Mới nhất, ĐVT: VND]","A. NỢ PHẢI TRẢ[Năm: 2021, Kỳ: Năm, TT Hợp nhất: Mới nhất, TT Kiểm toán: Mới nhất, ĐVT: VND]","I. Vốn chủ sở hữu[Năm: 2021, Kỳ: Năm, TT Hợp nhất: Mới nhất, TT Kiểm toán: Mới nhất, ĐVT: VND]","II. Tài sản cố định[Năm: 2021, Kỳ: Năm, TT Hợp nhất: Mới nhất, TT Kiểm toán: Mới nhất, ĐVT: VND]","TỔNG CỘNG NGUỒN VỐN[Năm: 2021, Kỳ: Năm, TT Hợp nhất: Mới nhất, TT Kiểm toán: Mới nhất, ĐVT: VND]","11. Lợi nhuận sau thuế chưa phân phối[Năm: 2021, Kỳ: Năm, TT Hợp nhất: Mới nhất, TT Kiểm toán: Mới nhất, ĐVT: VND]","TỔNG CỘNG TÀI SẢN[Năm: 2021, Kỳ: Năm, TT Hợp nhất: Mới nhất, TT Kiểm toán: Mới nhất, ĐVT: VND]","   Trong đó :Chi phí lãi vay[Năm: 2021, Kỳ: Năm, TT Hợp nhất: Mới nhất, TT Kiểm toán: Mới nhất, ĐVT: VND]","Chi phí lãi vay[Năm: 2021, Kỳ: Năm, TT Hợp nhất: Mới nhất, TT Kiểm toán: Mới nhất, ĐVT: VND]","Khấu hao TSCĐ và BĐSĐT[Năm: 2021, Kỳ: Năm, TT Hợp nhất: Mới nhất, TT Kiểm toán: Mới nhất, ĐVT: VND]","Giá vốn hàng bán/Doanh thu thuần[Năm: 2021, ĐVT: %]","Tỷ số thanh toán nhanh[Năm: 2021, ĐVT: Lần]","Tỷ số thanh toán hiện hành (ngắn hạn)[Năm: 2021, ĐVT: Lần]","Khả năng thanh toán lãi vay[Năm: 2021, ĐVT: Lần]","Tăng trưởng  doanh thu thuần[Năm: 2021, ĐVT: %]","Tăng trưởng tổng tài sản[Năm: 2021, ĐVT: %]","Tăng trưởng vốn chủ sở hữu[Năm: 2021, ĐVT: %]","Tăng trưởng lợi nhuận trước thuế [Năm: 2021, ĐVT: %]","Tăng trưởng  lợi nhuận gộp[Năm: 2021, ĐVT: %]","Lợi nhuận trước thuế và lãi vay (EBIT)[Năm: 2021, ĐVT: đồng]","Lợi nhuận trước thuế, lãi vay và khấu hao (EBITDA)[Năm: 2021, ĐVT: đồng]","Tỷ số dòng tiền HĐKD trên doanh thu thuần[Năm: 2021, ĐVT: %]",Ngành NAICS cấp 1,Ngày giao dịch đầu tiên
44,AMV,CTCP Sản xuất Kinh doanh Dược và Trang thiết bị Y tế Việt Mỹ,HNX,"110,337,658,020 ","110,337,658,020 ","110,148,539,350 ","1,005,956,244,020 ","157,191,725,259 ","308,283,136,308 ","220,412,895,067 ","220,412,895,067 ","657,298,279,031 ","103,375,600,000 ","315,807,086,795 ","1,214,231,568,132 ","156,255,099,333 ","1,530,038,654,927 ","238,764,100,184 ","1,530,038,654,927 ","18,073,905,741 ","18,685,869,658 ","19,831,364,275 ",50.06 ,4.44 ,6.40 ,5.33 ,36.07 ,66.23 ,48.22 ,(10.11),35.45 ,"96,385,704,751 ","116,217,069,026 ",(240.89),Bán buôn,30-12-2009
45,AnPhuCorp,CTCP Đầu tư Bất động sản An Phú,OTC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Xây dựng và Bất động sản,
46,Anresco,CTCP Địa ốc An Giang,OTC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Xây dựng và Bất động sản,
47,ANT,CTCP Rau quả Thực phẩm An Giang,UPCOM,"385,120,404,896 ","385,120,404,896 ",,"114,725,203,968 ","112,388,881,729 ","57,552,195,247 ","499,573,159,315 ","498,309,680,215 ","28,504,060,323 ",,"144,610,481,729 ","95,802,391,462 ","112,106,151,343 ","240,412,873,191 ","10,170,616,079 ","240,412,873,191 ","7,630,389,357 ","7,630,389,357 ","16,441,131,177 ",77.29 ,0.51 ,1.02 ,2.61 ,22.05 ,(12.05),44.11 ,(1.52),71.24 ,"19,877,301,104 ","36,318,432,281 ",5.44 ,Sản xuất,22-12-2016
48,ANV,CTCP Nam Việt,HOSE,"2,940,612,855,979 ","2,940,612,855,979 ","2,940,612,855,979 ","2,916,543,313,685 ","2,336,515,879,518 ","1,779,610,449,264 ","3,504,425,921,790 ","3,493,926,321,274 ","381,082,083,334 ","13,011,730,352 ","2,551,594,214,788 ","2,335,585,626,152 ","1,046,146,504,946 ","4,887,179,840,940 ","1,066,287,796,900 ","4,887,179,840,940 ","102,959,352,877 ","102,959,352,877 ","122,889,821,438 ",84.16 ,0.49 ,1.25 ,2.47 ,1.61 ,1.10 ,0.07 ,(36.80),14.16 ,"254,400,716,899 ","377,290,538,337 ",7.17 ,Sản xuất,07-12-2007
49,APC,CTCP Chiếu xạ An Phú,HOSE,"83,203,906,521 ","83,203,906,521 ","83,203,906,521 ","219,810,086,573 ","43,215,770,191 ","63,628,680 ","128,544,187,669 ","128,544,187,669 ","89,546,532,366 ","10,348,350,000 ","364,592,879,073 ","635,257,068,519 ","693,782,086,770 ","999,849,947,592 ","305,497,013,340 ","999,849,947,592 ","20,566,928,028 ","20,566,928,028 ","41,416,211,102 ",64.73 ,5.08 ,5.09 ,0.92 ,(9.46),(1.21),(0.75),(103.00),(45.39),"18,971,657,813 ","60,387,868,915 ",(24.59),Sản xuất nông nghiệp,05-02-2010
50,APF,CTCP Nông sản Thực phẩm Quảng Ngãi,UPCOM,"4,895,141,414,172 ","4,895,141,414,172 ","4,919,176,633,903 ","1,441,944,036,738 ","1,557,990,022,171 ","898,995,134,593 ","5,446,767,773,234 ","5,445,042,613,234 ","381,810,274,679 ","4,051,604,205 ","1,695,181,261,665 ","815,128,070,591 ","992,245,707,252 ","2,510,309,332,256 ","238,295,977,696 ","2,510,309,332,256 ","69,296,432,672 ","69,296,432,672 ","114,815,910,244 ",89.90 ,0.35 ,0.93 ,3.64 ,9.71 ,15.86 ,3.19 ,(20.75),(15.04),"252,233,088,930 ","367,048,999,174 ",(1.39),Sản xuất,08-06-2017
51,APH,CTCP Tập đoàn An Phát Holdings,HOSE,"13,095,850,096,406 ","13,095,850,096,406 ","13,106,927,538,687 ","6,650,889,061,595 ","4,165,330,153,571 ","1,336,537,016,869 ","14,812,357,111,927 ","14,793,870,656,369 ","2,507,506,743,395 ","106,074,408,440 ","6,385,130,555,343 ","5,942,936,972,157 ","2,987,938,444,932 ","12,328,067,527,500 ","94,372,433,447 ","12,328,067,527,500 ","254,935,708,697 ","272,342,359,042 ","484,380,036,196 ",88.52 ,1.28 ,1.60 ,2.28 ,74.36 ,18.16 ,35.30 ,12.37 ,77.73 ,"581,490,320,667 ","1,065,870,356,863 ",2.87 ,Sản xuất,28-07-2020
52,API,CTCP Đầu tư Châu Á - Thái Bình Dương,HNX,"758,816,001,731 ","758,816,001,731 ","758,816,001,731 ","2,235,155,479,693 ","1,938,895,288,320 ","1,525,802,869,197 ","1,168,012,481,708 ","1,168,012,481,708 ","296,509,106,962 ","350,938,292,215 ","2,005,044,947,283 ","845,074,835,679 ","122,948,009,162 ","2,850,119,782,962 ","322,291,850,619 ","2,850,119,782,962 ","34,878,655,425 ","34,878,655,425 ","7,256,649,707 ",64.97 ,0.37 ,1.15 ,8.77 ,138.35 ,(3.01),57.35 ,238.71 ,160.81 ,"305,882,697,363 ","313,139,347,070 ",(18.38),Xây dựng và Bất động sản,13-09-2010
53,APL,CTCP Cơ khí và Thiết bị áp lực - VVMI,UPCOM,"392,812,610,358 ","392,812,610,358 ",,"152,825,020,259 ","138,781,134,068 ","9,690,442,511 ","423,059,858,324 ","423,059,858,324 ","141,359,451,798 ",,"138,781,134,068 ","16,672,996,464 ","2,629,110,273 ","155,454,130,532 ","2,264,114,599 ","155,454,130,532 ","3,768,344,675 ","3,768,344,675 ","797,123,717 ",92.85 ,1.03 ,1.10 ,1.88 ,6.00 ,23.37 ,0.76 ,10.16 ,2.82 ,"7,078,037,623 ","7,875,161,340 ",2.01 ,Bán buôn,14-10-2016
54,Aplaco,CTCP Nhựa Cao Cấp Hàng Không,OTC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bán buôn,
55,APP,CTCP Phát triển Phụ gia và Sản phẩm Dầu Mỏ,UPCOM,"170,221,091,827 ","170,221,091,827 ","170,221,091,827 ","71,348,217,631 ","49,079,578,729 ","40,122,576,622 ","199,819,894,808 ","199,699,220,198 ","22,951,734,126 ",,"49,079,578,729 ","50,622,469,772 ","11,975,825,578 ","100,338,407,539 ","3,317,525,327 ","100,338,407,539 ","2,148,596,835 ",,,85.24 ,0.64 ,1.45 ,2.80 ,5.35 ,9.01 ,6.52 ,"1,342.00 ",25.03 ,"6,013,482,789 ","6,997,562,209 ",3.17 ,Sản xuất,03-08-2022
56,APT,CTCP Kinh doanh Thủy Hải Sản Sài Gòn,UPCOM,"260,273,079,649 ","260,273,079,649 ",,"88,046,002,946 ","1,147,747,859,060 ","44,312,276,283 ","304,359,628,957 ","303,051,074,479 ","14,353,213,033 ","166,484,020 ","1,150,499,488,286 ","(987,765,825,758)","40,929,121,396 ","162,733,662,528 ","(1,077,597,648,059)","162,733,662,528 ","49,672,909,084 ",,,85.88 ,0.04 ,0.08 ,(1.79),(13.42),(2.55),(216.34),(167.32),(12.67),"(89,038,388,982)","(83,752,957,064)",(3.00),Sản xuất nông nghiệp,07-06-2019
57,AQN,CTCP 28 Quảng Ngãi,OTC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sản xuất,20-05-2019
58,ARM,CTCP Xuất nhập khẩu Hàng không,HNX,"167,945,986,250 ","167,945,986,250 ","167,959,749,195 ","108,460,254,360 ","81,804,701,355 ","13,809,897,950 ","191,456,752,059 ","191,456,752,059 ","86,013,619,853 ",,"83,525,549,105 ","36,386,417,358 ","6,063,754,344 ","119,911,966,463 ","3,790,179,353 ","119,911,966,463 ","1,980,584,097 ","1,980,584,097 ","2,957,698,605 ",87.72 ,1.16 ,1.33 ,2.16 ,6.79 ,(38.08),(0.06),21.70 ,(9.66),"4,282,166,580 ","7,239,865,185 ",20.73 ,Bán buôn,26-10-2010
59,Artexport,CTCP Xuất nhập khẩu Thủ công mỹ nghệ,OTC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bán buôn,
60,ASA,CTCP ASA,UPCOM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Xây dựng và Bất động sản,21-06-2019
61,ASD,CTCP Sông Đà Hà Nội,OTC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Xây dựng và Bất động sản,27-12-2014
62,ASG,CTCP Tập đoàn ASG,HOSE,"541,445,775,647 ","541,445,775,647 ","541,313,756,892 ","631,170,606,581 ","414,908,934,216 ","14,073,821,238 ","722,200,202,004 ","722,200,182,004 ","301,046,404,409 ","288,566,210 ","759,187,148,723 ","1,380,881,294,925 ","335,933,817,241 ","2,140,068,443,648 ","254,955,313,197 ","2,140,068,443,648 ","44,178,734,702 ","44,178,734,702 ","67,438,285,046 ",74.97 ,1.49 ,1.52 ,2.35 ,4.96 ,7.19 ,4.44 ,(20.43),0.79 ,"103,624,488,058 ","171,062,773,104 ",9.80 ,Vận tải và kho bãi,24-09-2020
63,ASM,CTCP Tập đoàn Sao Mai,HOSE,"10,098,311,058,303 ","10,098,311,058,303 ","10,098,311,058,303 ","9,278,479,827,420 ","6,531,470,969,868 ","2,856,255,788,611 ","11,465,148,423,135 ","11,397,925,912,454 ","4,177,668,128,101 ","40,112,215,814 ","10,592,774,179,941 ","7,568,709,729,259 ","6,713,539,729,135 ","18,169,113,930,400 ","2,051,103,481,262 ","18,169,113,930,400 ","445,545,332,734 ","445,545,332,734 ","412,663,425,454 ",88.60 ,0.98 ,1.42 ,2.76 ,(9.00),3.21 ,10.24 ,25.95 ,(3.76),"1,231,841,624,531 ","1,644,505,049,985 ",9.54 ,Sản xuất nông nghiệp,18-01-2010
64,ASP,CTCP Tập đoàn Dầu khí An Pha,HOSE,"2,942,217,986,403 ","2,942,217,986,403 ","2,936,598,762,756 ","983,135,322,238 ","1,305,610,537,867 ","75,419,845,419 ","3,453,777,383,517 ","3,391,420,279,087 ","533,409,333,887 ","74,019,292,507 ","1,536,563,764,497 ","491,526,339,173 ","147,843,764,530 ","2,028,090,103,670 ","102,085,844,808 ","2,028,090,103,670 ","17,833,380,574 ","17,833,380,574 ","33,420,946,546 ",86.75 ,0.70 ,0.75 ,2.86 ,24.53 ,12.92 ,(3.13),(29.39),3.34 ,"51,003,680,013 ","84,424,626,559 ",8.69 ,Tiện ích,15-02-2008
65,AST,CTCP Dịch vụ Hàng không Taseco,HOSE,"111,100,095,512 ","111,100,095,512 ","111,100,095,512 ","281,551,886,121 ","87,335,411,194 ","28,261,870,280 ","154,679,023,096 ","154,062,023,096 ","83,675,499,671 ","8,459,753,037 ","90,075,426,669 ","412,458,269,610 ","116,602,596,783 ","502,533,696,279 ","(76,993,638,351)","502,533,696,279 ","2,430,168,707 ","2,430,168,707 ","37,839,661,262 ",72.11 ,2.90 ,3.22 ,(51.84),(57.14),(19.59),(23.66),(361.23),(71.37),"(125,970,365,840)","(88,130,704,578)",(54.33),Bán lẻ,04-01-2018
66,ATA,CTCP Ntaco,UPCOM,"967,102,800 ","967,102,800 ",,"10,106,419,131 ","506,949,837,450 ",,"1,353,943,920 ","1,353,943,920 ","9,506,296,748 ",,"506,949,837,450 ","(480,333,115,448)","16,510,302,871 ","26,616,722,002 ","(600,333,095,448)","26,616,722,002 ",,,,71.43 ,0.02 ,0.02 ,0.00 ,50.44 ,1.28 ,(200.05),(104.41),(84.00),"(224,179,025)","(224,179,025)",0.29 ,Sản xuất,17-02-2017
67,ATB,CTCP An Thịnh,UPCOM,"49,132,565 ","49,132,565 ","49,132,565 ","61,517,152,162 ","80,500,337,475 ","4,821,275,234 ","91,681,817 ","91,681,817 ","36,886,341,095 ","47,959,306,978 ","83,500,337,475 ","43,042,938,244 ","12,180,355,486 ","126,543,275,719 ","(95,797,061,756)","126,543,275,719 ","4,791,689,724 ",,,53.59 ,0.70 ,0.76 ,(15.13),54.73 ,(37.18),(64.23),(817.02),47.64 ,"(72,491,863,139)","(72,363,163,678)","22,090.90 ",Xây dựng và Bất động sản,25-08-2017
68,ATC,CTCP Sản xuất - Thương mại - Xuất nhập khẩu Viễn Thông A,OTC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bán buôn,
69,ATD,CTCP 28 Đà Nẵng,OTC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sản xuất,05-07-2019
70,ATG,CTCP An Trường An,UPCOM,,,,"77,516,188,036 ","11,981,700,976 ",,,,"76,319,237,250 ","20,000,000,000 ","11,981,700,976 ","123,430,571,772 ","1,025,886,843 ","135,412,272,748 ","(34,440,300,885)","135,412,272,748 ",,,"133,568,834 ",,6.47 ,6.47 ,0.00 ,,(26.11),1.08 ,(78.20),,"2,822,433,696 ","2,956,002,530 ",,Khai khoáng,14-05-2021
71,ATS,CTCP Tập Đoàn Dược Phẩm Atesco,HNX,"34,339,781,442 ","34,339,781,442 ","34,339,781,442 ","23,395,487,124 ","16,701,568,045 ","10,569,637 ","38,397,925,728 ","38,397,925,728 ","14,939,107,200 ","30,000,000,000 ","16,701,568,045 ","42,414,745,973 ","12,399,510 ","59,116,314,018 ","7,414,745,973 ","59,116,314,018 ","106,448,164 ",,,89.43 ,1.40 ,1.40 ,26.22 ,4.18 ,10.80 ,1.60 ,"1,330.99 ",9.04 ,"2,791,152,190 ","2,801,071,786 ",10.72 ,Dịch vụ lưu trú và ăn uống,29-03-2016
72,AUM,CTCP Vinacafe Sơn Thành,UPCOM,"10,504,683,515 ","10,504,683,515 ",,"5,105,920,911 ","3,400,687,661 ","617,847,049 ","11,062,014,079 ","11,062,014,079 ","3,426,840,386 ","5,131,982,381 ","3,493,687,678 ","10,132,461,091 ","2,391,952,888 ","13,626,148,769 ","(501,636,336)","13,626,148,769 ",,,,94.96 ,1.32 ,1.50 ,0.00 ,20.22 ,2.38 ,0.43 ,(82.15),89.22 ,"43,576,816 ","548,074,089 ",(1.54),Sản xuất nông nghiệp,26-09-2016
73,AVC,CTCP Thủy điện A Vương,UPCOM,"293,519,850,923 ","293,519,850,923 ","290,195,056,308 ","473,263,338,483 ","166,000,418,991 ","10,666,934,289 ","682,139,239,176 ","682,139,239,176 ","160,659,466,727 ",,"166,000,418,991 ","1,434,740,320,866 ","1,032,051,285,459 ","1,600,740,739,857 ","557,802,176,475 ","1,600,740,739,857 ","4,070,330,833 ","4,070,330,833 ","81,792,472,074 ",43.03 ,2.79 ,2.85 ,87.42 ,29.65 ,6.69 ,7.88 ,77.79 ,57.13 ,"355,848,618,453 ","437,641,090,527 ",65.06 ,Tiện ích,08-01-2018
74,AVF,CTCP Việt An,UPCOM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sản xuất,23-11-2010
75,B82,CTCP 482,UPCOM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Xây dựng và Bất động sản,31-08-2018
76,BAF,CTCP Nông nghiệp BAF Việt Nam,HOSE,"9,946,794,250,651 ","9,946,794,250,651 ","9,925,303,574,191 ","4,310,728,812,243 ","3,851,377,414,740 ","1,087,718,158,115 ","10,434,950,532,701 ","10,434,354,736,315 ","2,863,419,419,902 ","99,020,809,256 ","4,002,427,538,977 ","1,454,818,471,466 ","541,169,343,321 ","5,457,246,010,443 ","387,323,307,977 ","5,457,246,010,443 ","8,252,007,658 ","8,252,007,658 ","32,470,795,540 ",95.33 ,0.84 ,1.12 ,48.32 ,(18.77),4.03 ,157.22 ,573.91 ,149.79 ,"398,724,878,345 ","431,195,673,885 ",1.99 ,Sản xuất nông nghiệp,03-12-2021
77,BAL,CTCP Bao bì Bia - Rượu - Nước giải khát,UPCOM,"55,447,803,483 ","55,447,803,483 ",,"25,101,109,151 ","4,416,088,025 ","14,196,291,432 ","61,989,226,765 ","61,989,226,765 ","2,967,464,700 ",,"4,522,588,025 ","27,963,107,736 ","6,986,094,617 ","32,485,695,761 ","(949,511,395)","32,485,695,761 ",,,"2,090,972,757 ",89.45 ,2.47 ,5.68 ,0.00 ,37.40 ,6.45 ,3.43 ,90.06 ,(9.99),"926,449,552 ","3,017,422,309 ",3.48 ,Sản xuất,12-01-2018
78,BAM,CTCP Khoáng sản và Luyện kim Bắc Á,OTC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Khai khoáng,04-11-2014
79,BaoBi277,Công ty TNHH MTV Bao Bì 277 Hà Nội,KHÁC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bán buôn,
80,BaoHoLaoDong,CTCP Tạp phẩm và Bảo hộ Lao động,OTC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bán lẻ,
81,BAS,CTCP Basa,OTC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sản xuất,11-11-2008
82,BAX,CTCP Thống Nhất,HNX,"101,864,616,644 ","101,864,616,644 ","101,864,616,644 ","363,074,829,437 ","136,799,243,190 ","69,559,992,772 ","171,905,798,278 ","171,905,798,278 ","11,081,114,833 ",,"601,956,768,821 ","226,416,428,053 ","30,641,102,594 ","828,373,196,874 ","60,333,386,197 ","828,373,196,874 ",,,"12,754,991,664 ",59.26 ,2.15 ,2.65 ,0.00 ,(44.78),(4.63),(19.02),(61.92),(60.82),"68,573,192,049 ","81,328,183,713 ",20.04 ,Xây dựng và Bất động sản,24-03-2017
83,BBC,CTCP Bibica,HOSE,"770,006,470,567 ","770,006,470,567 ","775,964,271,033 ","578,230,851,763 ","520,240,164,491 ","85,603,515,584 ","1,102,529,287,749 ","1,091,174,440,134 ","208,097,331,170 ","28,000,000 ","658,073,870,149 ","981,464,266,337 ","607,031,824,348 ","1,639,538,136,486 ","21,740,870,771 ","1,639,538,136,486 ","3,300,924,469 ","3,300,924,469 ","70,393,714,795 ",70.57 ,0.95 ,1.11 ,10.06 ,(10.45),6.25 ,(10.43),(75.67),(2.46),"33,193,512,585 ","103,587,227,380 ",46.28 ,Sản xuất,19-12-2001
84,BBH,CTCP Bao bì Hoàng Thạch,UPCOM,"140,732,144,496 ","140,732,144,496 ",,"97,346,031,967 ","24,376,885,161 ","33,392,935,457 ","148,855,212,982 ","148,846,772,982 ","42,029,069,225 ",,"24,376,885,161 ","78,197,353,884 ","5,228,207,078 ","102,574,239,045 ","5,337,701,339 ","102,574,239,045 ","2,707,760 ",,,94.55 ,2.62 ,3.99 ,990.34 ,0.75 ,7.03 ,(2.39),(59.82),(50.10),"2,681,613,031 ","3,665,364,563 ",1.00 ,Sản xuất,14-05-2020
85,BBM,CTCP Bia Hà Nội - Nam Định,UPCOM,"38,565,826,603 ","38,565,826,603 ",,"13,862,340,595 ","9,054,704,276 ","5,462,011,752 ","52,493,917,613 ","52,493,917,613 ","997,856,504 ",,"9,054,704,276 ","25,537,285,916 ","15,902,194,966 ","34,591,990,192 ","1,987,034,831 ","34,591,990,192 ",,,"3,873,308,999 ",73.47 ,0.93 ,1.53 ,0.00 ,(6.77),(10.89),(3.12),(29.46),(11.90),"2,326,594,234 ","6,199,903,233 ",(0.86),Sản xuất,05-01-2018
86,BBS,CTCP VICEM Bao bì Bút Sơn,HNX,"480,529,953,719 ","480,529,953,719 ","480,529,953,719 ","281,042,800,361 ","281,128,643,923 ","53,637,344,732 ","523,353,809,694 ","523,353,809,694 ","222,331,837,375 ",,"284,028,643,923 ","110,536,383,430 ","113,354,005,239 ","394,565,027,353 ","10,208,419,100 ","394,565,027,353 ","12,543,192,777 ","12,543,192,777 ","30,959,696,734 ",91.82 ,0.81 ,1.00 ,2.02 ,6.75 ,2.30 ,3.73 ,48.74 ,(22.98),"25,332,728,384 ","56,292,425,118 ",6.05 ,Sản xuất,28-12-2005
87,BBT,CTCP Bông Bạch Tuyết,UPCOM,"88,334,539,245 ","88,334,539,245 ",,"252,109,366,558 ","71,404,318,258 ","36,982,435,091 ","152,052,713,887 ","135,030,069,752 ","92,640,750,394 ",,"186,952,409,611 ","129,712,539,453 ","57,772,628,665 ","316,664,949,064 ","(2,921,805,163)","316,664,949,064 ","1,307,260,841 ","1,307,260,841 ","5,819,901,466 ",65.42 ,3.01 ,3.53 ,6.92 ,(6.69),89.58 ,4.72 ,(73.28),(20.44),"9,041,644,562 ","14,861,546,028 ",(11.79),Sản xuất,12-06-2018
88,BCA,CTCP B.C.H,UPCOM,"2,042,972,216,131 ","2,042,972,216,131 ","2,042,972,216,131 ","359,712,130,016 ","359,636,059,703 ","164,173,428,817 ","2,057,464,632,807 ","2,055,888,780,807 ","143,836,983,238 ",,"387,430,933,688 ","212,365,637,983 ","240,084,441,655 ","599,796,571,671 ","22,365,637,983 ","599,796,571,671 ","6,932,210,898 ","6,932,210,898 ","18,216,364,132 ",99.37 ,0.54 ,1.00 ,1.44 ,10.14 ,(9.73),1.17 ,21.95 ,213.49 ,"10,001,493,827 ","28,217,857,959 ",(2.17),Sản xuất,08-09-2021
89,BCB,CTCP 397,UPCOM,"1,013,728,881,476 ","1,013,728,881,476 ",,"19,067,219,533 ","190,389,156,599 ","10,058,135,534 ","1,146,419,818,246 ","1,146,419,818,246 ","2,378,706,973 ","25,293,334,624 ","332,948,469,790 ","77,249,243,968 ","93,630,317,925 ","410,197,713,758 ","22,603,821,444 ","410,197,713,758 ","16,035,682,190 ","16,035,682,190 ","17,164,190,362 ",88.43 ,0.05 ,0.10 ,2.81 ,62.08 ,21.70 ,4.86 ,15.56 ,8.63 ,"45,059,083,362 ","62,223,273,724 ",4.68 ,Khai khoáng,29-10-2018
90,BCC,CTCP Xi măng Bỉm Sơn,HNX,"3,842,440,710,588 ","3,842,440,710,588 ","3,842,440,710,588 ","544,036,888,860 ","1,717,872,593,779 ","318,314,929,079 ","4,330,090,558,349 ","4,330,051,249,712 ","87,595,436,798 ","7,598,090,197 ","1,757,744,055,173 ","2,118,650,183,625 ","3,165,385,336,507 ","3,876,394,238,798 ","138,742,519,568 ","3,876,394,238,798 ","44,529,126,461 ","44,529,126,461 ","304,935,989,725 ",88.74 ,0.13 ,0.32 ,3.49 ,0.73 ,(6.09),0.14 ,(32.78),(9.48),"155,622,801,211 ","460,558,790,936 ",9.76 ,Sản xuất,24-11-2006
91,BCE,CTCP Xây dựng và Giao thông Bình Dương,HOSE,"74,486,716,395 ","74,486,716,395 ","91,681,625,483 ","683,943,476,026 ","415,919,594,152 ","74,007,933,844 ","111,236,733,368 ","111,236,733,368 ","511,035,096,829 ","77,516,859,386 ","415,919,594,152 ","392,809,088,482 ","39,241,131,895 ","808,728,682,634 ","22,609,340,253 ","808,728,682,634 ","5,191,108,583 ","5,191,108,583 ","2,120,315,796 ",66.96 ,1.47 ,1.64 ,6.01 ,(73.68),(13.77),9.86 ,(37.28),(36.71),"31,203,053,504 ","33,323,369,300 ",(1.09),Xây dựng và Bất động sản,28-06-2010
92,BCF,CTCP Thực phẩm Bích Chi,HNX,"390,462,189,607 ","390,462,189,607 ","389,901,041,376 ","323,359,793,990 ","103,648,749,661 ","94,445,822,494 ","520,411,656,987 ","511,689,011,348 ","69,393,469,064 ",,"103,854,749,661 ","302,707,886,636 ","44,728,078,805 ","406,562,636,297 ","35,721,103,429 ","406,562,636,297 ","834,925,498 ","834,925,498 ","18,247,884,234 ",76.31 ,2.21 ,3.12 ,82.25 ,(13.51),3.25 ,10.19 ,(41.78),(29.92),"68,676,566,446 ","86,924,450,680 ",12.62 ,Sản xuất,16-03-2020
